gene	transcript	chromosome	strand	source	TSS	cluster	id
Zfp12	ENSMUST00000077485.10	chr5	+	HAVANA	143235163	p1	Zfp12_p1
Zfp12	ENSMUST00000032591.14	chr5	+	HAVANA	143235174	p1	Zfp12_p1
Zfp12	ENSMUST00000075916.7	chr5	+	HAVANA	143235247	p1	Zfp12_p1
Zfp12	ENSMUST00000162861.2	chr5	+	HAVANA	143235779	p2	Zfp12_p2
Zfp13	ENSMUST00000115516.10	chr17	-	HAVANA	23586232	p1	Zfp13_p1
Zfp13	ENSMUST00000227952.1	chr17	-	HAVANA	23586217	p1	Zfp13_p1
Zfp13	ENSMUST00000228298.1	chr17	-	HAVANA	23586176	p1	Zfp13_p1
Zfp131	ENSMUST00000177916.7	chr13	-	ENSEMBL	119790805	p1	Zfp131_p1
Zfp131	ENSMUST00000178271.2	chr13	-	HAVANA	119790806	p1	Zfp131_p1
Zfp131	ENSMUST00000223722.1	chr13	-	HAVANA	119790889	p1	Zfp131_p1
Zfp131	ENSMUST00000223813.1	chr13	-	HAVANA	119790732	p1	Zfp131_p1
Zfp131	ENSMUST00000224946.1	chr13	-	HAVANA	119790738	p1	Zfp131_p1
Zfp131	ENSMUST00000223812.1	chr13	-	HAVANA	119790701	p1	Zfp131_p1
Zfp141	ENSMUST00000174407.2	chr7	-	HAVANA	42505726	p1	Zfp141_p1
Zfp141	ENSMUST00000173489.2	chr7	-	HAVANA	42505740	p1	Zfp141_p1
Zfp141	ENSMUST00000173439.2	chr7	-	HAVANA	42505725	p1	Zfp141_p1
Zfp143	ENSMUST00000211798.1	chr7	+	HAVANA	110061710	p1	Zfp143_p1
Zfp143	ENSMUST00000084727.10	chr7	+	HAVANA	110061710	p1	Zfp143_p1
Zfp143	ENSMUST00000169638.3	chr7	+	HAVANA	110061722	p1	Zfp143_p1
Zfp146	ENSMUST00000062181.8	chr7	-	HAVANA	30169727	p1	Zfp146_p1
Zfp146	ENSMUST00000136508.2	chr7	-	HAVANA	30169691	p1	Zfp146_p1
Zfp146	ENSMUST00000208923.1	chr7	-	HAVANA	30169750	p1	Zfp146_p1
Zfp148	ENSMUST00000165418.8	chr16	+	HAVANA	33380836	p1	Zfp148_p1
Zfp148	ENSMUST00000232023.1	chr16	+	HAVANA	33380863	p1	Zfp148_p1
Zfp148	ENSMUST00000231894.1	chr16	+	HAVANA	33381130	p1	Zfp148_p1
Zfp148	ENSMUST00000231732.1	chr16	+	HAVANA	33381618	p2	Zfp148_p2
Zfp180	ENSMUST00000207002.1	chr7	+	HAVANA	24081924	p1	Zfp180_p1
Zfp180	ENSMUST00000068975.5	chr7	+	HAVANA	24081924	p1	Zfp180_p1
Zfp180	ENSMUST00000206184.1	chr7	+	HAVANA	24081947	p1	Zfp180_p1
Zfp180	ENSMUST00000203854.2	chr7	+	HAVANA	24081954	p1	Zfp180_p1
Zfp184	ENSMUST00000176511.7	chr13	+	HAVANA	21945094	p1	Zfp184_p1
Zfp184	ENSMUST00000176580.7	chr13	+	HAVANA	21945112	p1	Zfp184_p1
Zfp184	ENSMUST00000102978.7	chr13	+	HAVANA	21945112	p1	Zfp184_p1
Zfp184	ENSMUST00000152258.8	chr13	+	HAVANA	21945137	p1	Zfp184_p1
Zfp184	ENSMUST00000006903.7	chr13	+	ENSEMBL	21945793	p2	Zfp184_p2
Zfp207	ENSMUST00000165565.7	chr11	+	ENSEMBL	80383279	p1	Zfp207_p1
Zfp207	ENSMUST00000178665.7	chr11	+	HAVANA	80383279	p1	Zfp207_p1
Zfp207	ENSMUST00000188489.6	chr11	+	ENSEMBL	80383279	p1	Zfp207_p1
Zfp207	ENSMUST00000017567.13	chr11	+	HAVANA	80383303	p1	Zfp207_p1
Zfp207	ENSMUST00000108216.7	chr11	+	HAVANA	80383331	p1	Zfp207_p1
Zfp207	ENSMUST00000053740.14	chr11	+	HAVANA	80383397	p1	Zfp207_p1
Zfp217	ENSMUST00000063710.12	chr2	-	ENSEMBL	170131220	p1	Zfp217_p1
Zfp217	ENSMUST00000109155.7	chr2	-	HAVANA	170142678	p2	Zfp217_p2
Zfp217	ENSMUST00000149088.1	chr2	-	HAVANA	170131220	p1	Zfp217_p1
Zfp217	ENSMUST00000149318.1	chr2	-	HAVANA	170148103	p3	Zfp217_p3
Zfp219	ENSMUST00000228580.1	chr14	-	HAVANA	52020701	p1	Zfp219_p1
Zfp219	ENSMUST00000067549.14	chr14	-	HAVANA	52020733	p1	Zfp219_p1
Zfp219	ENSMUST00000166169.3	chr14	-	HAVANA	52019688	p2	Zfp219_p2
Zfp219	ENSMUST00000226605.1	chr14	-	HAVANA	52019713	p2	Zfp219_p2
Zfp219	ENSMUST00000228162.1	chr14	-	HAVANA	52019995	p2	Zfp219_p2
Zfp219	ENSMUST00000226554.1	chr14	-	HAVANA	52020719	p1	Zfp219_p1
Zfp219	ENSMUST00000227420.1	chr14	-	HAVANA	52020686	p1	Zfp219_p1
Zfp236	ENSMUST00000171071.8	chr18	-	HAVANA	82692883	p1	Zfp236_p1
Zfp236	ENSMUST00000182122.7	chr18	-	HAVANA	82692734	p1	Zfp236_p1
Zfp236	ENSMUST00000183048.7	chr18	-	HAVANA	82692734	p1	Zfp236_p1
Zfp236	ENSMUST00000182866.2	chr18	-	HAVANA	82691799	p2	Zfp236_p2
Zfp239	ENSMUST00000136316.1	chr6	+	HAVANA	117862100	p1	Zfp239_p1
Zfp239	ENSMUST00000134619.7	chr6	+	HAVANA	117863077	p2	Zfp239_p2
Zfp239	ENSMUST00000172088.7	chr6	+	ENSEMBL	117863077	p2	Zfp239_p2
Zfp239	ENSMUST00000079405.14	chr6	+	HAVANA	117863077	p2	Zfp239_p2
Zfp239	ENSMUST00000150936.7	chr6	+	HAVANA	117863084	p2	Zfp239_p2
Zfp239	ENSMUST00000141657.6	chr6	+	HAVANA	117863084	p2	Zfp239_p2
Zfp239	ENSMUST00000112857.2	chr6	+	HAVANA	117863084	p2	Zfp239_p2
Zfp24	ENSMUST00000066497.11	chr18	-	HAVANA	24020810	p1	Zfp24_p1
Zfp24	ENSMUST00000153337.1	chr18	-	HAVANA	24020320	p1	Zfp24_p1
Zfp24	ENSMUST00000148525.1	chr18	-	HAVANA	24020370	p1	Zfp24_p1
Zfp26	ENSMUST00000159569.8	chr9	-	HAVANA	20460160	p1	Zfp26_p1
Zfp26	ENSMUST00000098970.9	chr9	-	HAVANA	20459957	p1	Zfp26_p1
Zfp26	ENSMUST00000075263.12	chr9	-	HAVANA	20459989	p1	Zfp26_p1
Zfp26	ENSMUST00000161248.1	chr9	-	HAVANA	20460162	p1	Zfp26_p1
Zfp26	ENSMUST00000162438.1	chr9	-	HAVANA	20459827	p1	Zfp26_p1
Zfp260	ENSMUST00000123095.7	chr7	+	HAVANA	30094777	p1	Zfp260_p1
Zfp260	ENSMUST00000050735.11	chr7	+	HAVANA	30094794	p1	Zfp260_p1
Zfp260	ENSMUST00000149302.1	chr7	+	HAVANA	30095162	p1	Zfp260_p1
Zfp260	ENSMUST00000130526.1	chr7	+	HAVANA	30095169	p1	Zfp260_p1
Zfp260	ENSMUST00000134365.7	chr7	+	HAVANA	30095178	p1	Zfp260_p1
Zfp260	ENSMUST00000108200.1	chr7	+	HAVANA	30095185	p1	Zfp260_p1
Zfp263	ENSMUST00000023176.4	chr16	+	HAVANA	3744093	p1	Zfp263_p1
Zfp263	ENSMUST00000159425.7	chr16	+	HAVANA	3744175	p1	Zfp263_p1
Zfp263	ENSMUST00000159469.7	chr16	+	HAVANA	3744182	p1	Zfp263_p1
Zfp263	ENSMUST00000161630.7	chr16	+	HAVANA	3744232	p1	Zfp263_p1
Zfp263	ENSMUST00000160923.1	chr16	+	HAVANA	3744360	p2	Zfp263_p2
Zfp263	ENSMUST00000159060.1	chr16	+	HAVANA	3744597	p2	Zfp263_p2
Zfp266	ENSMUST00000174462.7	chr9	-	HAVANA	20521417	p1	Zfp266_p1
Zfp266	ENSMUST00000068296.7	chr9	-	ENSEMBL	20521408	p1	Zfp266_p1
Zfp266	ENSMUST00000215908.1	chr9	-	HAVANA	20521266	p1	Zfp266_p1
Zfp266	ENSMUST00000213418.1	chr9	-	HAVANA	20521417	p1	Zfp266_p1
Zfp266	ENSMUST00000217488.1	chr9	-	HAVANA	20521417	p1	Zfp266_p1
Zfp266	ENSMUST00000213275.1	chr9	-	HAVANA	20521410	p1	Zfp266_p1
Zfp267	ENSMUST00000197653.4	chr3	+	HAVANA	36151017	p1	Zfp267_p1
Zfp267	ENSMUST00000205077.1	chr3	+	HAVANA	36151162	p1	Zfp267_p1
Zfp267	ENSMUST00000165956.2	chr3	+	ENSEMBL	36159522	p2	Zfp267_p2
Zfp27	ENSMUST00000162592.7	chr7	-	HAVANA	29906572	p1	Zfp27_p1
Zfp27	ENSMUST00000159920.1	chr7	-	HAVANA	29906532	p1	Zfp27_p1
Zfp275	ENSMUST00000114499.7	chrX	+	HAVANA	73342621	p1	Zfp275_p1
Zfp275	ENSMUST00000033731.3	chrX	+	HAVANA	73342621	p1	Zfp275_p1
Zfp280b	ENSMUST00000218627.1	chr10	+	HAVANA	76032650	p1	Zfp280b_p1
Zfp280b	ENSMUST00000061617.6	chr10	+	HAVANA	76032654	p1	Zfp280b_p1
Zfp280c	ENSMUST00000088898.10	chrX	-	HAVANA	48594373	p1	Zfp280c_p1
Zfp280c	ENSMUST00000072292.11	chrX	-	HAVANA	48594452	p1	Zfp280c_p1
Zfp280c	ENSMUST00000149058.7	chrX	-	HAVANA	48594391	p1	Zfp280c_p1
Zfp280c	ENSMUST00000150501.1	chrX	-	HAVANA	48594504	p1	Zfp280c_p1
Zfp281	ENSMUST00000047734.14	chr1	+	HAVANA	136624901	p1	Zfp281_p1
Zfp281	ENSMUST00000112046.1	chr1	+	HAVANA	136624901	p1	Zfp281_p1
Zfp292	ENSMUST00000098163.8	chr4	-	HAVANA	34882930	p1	Zfp292_p1
Zfp292	ENSMUST00000047950.5	chr4	-	HAVANA	34882960	p1	Zfp292_p1
Zfp296	ENSMUST00000108453.1	chr7	+	HAVANA	19577287	p1	Zfp296_p1
Zfp296	ENSMUST00000208314.1	chr7	+	HAVANA	19577829	p2	Zfp296_p2
Zfp317	ENSMUST00000213725.1	chr9	+	HAVANA	19622102	p1	Zfp317_p1
Zfp317	ENSMUST00000208694.1	chr9	+	HAVANA	19622128	p1	Zfp317_p1
Zfp317	ENSMUST00000215372.1	chr9	+	HAVANA	19622304	p1	Zfp317_p1
Zfp322a	ENSMUST00000050101.8	chr13	-	HAVANA	23369208	p1	Zfp322a_p1
Zfp322a	ENSMUST00000152557.7	chr13	-	HAVANA	23369000	p1	Zfp322a_p1
Zfp322a	ENSMUST00000145451.7	chr13	-	HAVANA	23369201	p1	Zfp322a_p1
Zfp322a	ENSMUST00000125328.1	chr13	-	HAVANA	23369194	p1	Zfp322a_p1
Zfp322a	ENSMUST00000223795.1	chr13	-	HAVANA	23368211	p2	Zfp322a_p2
Zfp335	ENSMUST00000041361.13	chr2	-	HAVANA	164911757	p1	Zfp335_p1
Zfp335	ENSMUST00000183830.7	chr2	-	HAVANA	164911757	p1	Zfp335_p1
Zfp358	ENSMUST00000061508.7	chr8	+	HAVANA	3493138	p1	Zfp358_p1
Zfp358	ENSMUST00000207318.1	chr8	+	HAVANA	3493170	p1	Zfp358_p1
Zfp367	ENSMUST00000059817.11	chr13	-	HAVANA	64153202	p1	Zfp367_p1
Zfp367	ENSMUST00000152644.8	chr13	-	HAVANA	64152485	p2	Zfp367_p2
Zfp367	ENSMUST00000117241.1	chr13	-	HAVANA	64153202	p1	Zfp367_p1
Zfp369	ENSMUST00000126879.7	chr13	+	HAVANA	65278814	p1	Zfp369_p1
Zfp369	ENSMUST00000130799.7	chr13	+	HAVANA	65278814	p1	Zfp369_p1
Zfp369	ENSMUST00000125510.2	chr13	+	HAVANA	65278852	p1	Zfp369_p1
Zfp369	ENSMUST00000155732.1	chr13	+	HAVANA	65278903	p1	Zfp369_p1
Zfp36l1	ENSMUST00000021552.2	chr12	-	HAVANA	80113013	p1	Zfp36l1_p1
Zfp36l1	ENSMUST00000165114.1	chr12	-	ENSEMBL	80112998	p1	Zfp36l1_p1
Zfp36l1	ENSMUST00000219642.1	chr12	-	HAVANA	80112994	p1	Zfp36l1_p1
Zfp36l1	ENSMUST00000218835.1	chr12	-	HAVANA	80112999	p1	Zfp36l1_p1
Zfp37	ENSMUST00000068822.3	chr4	-	HAVANA	62208446	p1	Zfp37_p1
Zfp37	ENSMUST00000222748.1	chr4	-	HAVANA	62208202	p1	Zfp37_p1
Zfp37	ENSMUST00000222050.1	chr4	-	HAVANA	62208430	p1	Zfp37_p1
Zfp37	ENSMUST00000220873.1	chr4	-	HAVANA	62207889	p2	Zfp37_p2
Zfp37	ENSMUST00000221329.1	chr4	-	HAVANA	62208361	p1	Zfp37_p1
Zfp37	ENSMUST00000129511.2	chr4	-	HAVANA	62208361	p1	Zfp37_p1
Zfp37	ENSMUST00000212325.1	chr4	-	HAVANA	62231047	p3	Zfp37_p3
Zfp386	ENSMUST00000073551.5	chr12	+	HAVANA	116047724	p1	Zfp386_p1
Zfp386	ENSMUST00000182566.1	chr12	+	HAVANA	116047764	p1	Zfp386_p1
Zfp386	ENSMUST00000183125.1	chr12	+	HAVANA	116047776	p1	Zfp386_p1
Zfp386	ENSMUST00000182883.1	chr12	+	HAVANA	116047829	p1	Zfp386_p1
Zfp397	ENSMUST00000224107.1	chr18	+	HAVANA	23954692	p1	Zfp397_p1
Zfp397	ENSMUST00000225682.1	chr18	+	HAVANA	23954705	p1	Zfp397_p1
Zfp397	ENSMUST00000060762.5	chr18	+	HAVANA	23954705	p1	Zfp397_p1
Zfp397	ENSMUST00000223595.1	chr18	+	HAVANA	23954859	p1	Zfp397_p1
Zfp408	ENSMUST00000099714.9	chr2	-	HAVANA	91649779	p1	Zfp408_p1
Zfp408	ENSMUST00000111333.1	chr2	-	HAVANA	91649791	p1	Zfp408_p1
Zfp408	ENSMUST00000145582.7	chr2	-	HAVANA	91649759	p1	Zfp408_p1
Zfp408	ENSMUST00000127702.7	chr2	-	HAVANA	91649743	p1	Zfp408_p1
Zfp408	ENSMUST00000152769.1	chr2	-	HAVANA	91649760	p1	Zfp408_p1
Zfp414	ENSMUST00000166627.7	chr17	+	HAVANA	33629090	p1	Zfp414_p1
Zfp414	ENSMUST00000073570.11	chr17	+	HAVANA	33629090	p1	Zfp414_p1
Zfp414	ENSMUST00000172455.2	chr17	+	HAVANA	33629101	p1	Zfp414_p1
Zfp414	ENSMUST00000170225.2	chr17	+	HAVANA	33629121	p1	Zfp414_p1
Zfp414	ENSMUST00000234535.1	chr17	+	HAVANA	33629127	p1	Zfp414_p1
Zfp414	ENSMUST00000165504.1	chr17	+	HAVANA	33629429	p1	Zfp414_p1
Zfp42	ENSMUST00000211248.1	chr8	-	HAVANA	43306936	p1	Zfp42_p1
Zfp42	ENSMUST00000209356.1	chr8	-	HAVANA	43306950	p1	Zfp42_p1
Zfp42	ENSMUST00000082120.4	chr8	-	HAVANA	43306980	p1	Zfp42_p1
Zfp445	ENSMUST00000216063.1	chr9	-	HAVANA	122866006	p1	Zfp445_p1
Zfp445	ENSMUST00000216721.1	chr9	-	HAVANA	122865985	p1	Zfp445_p1
Zfp445	ENSMUST00000214558.1	chr9	-	HAVANA	122865934	p1	Zfp445_p1
Zfp459	ENSMUST00000056470.9	chr13	-	HAVANA	67421418	p1	Zfp459_p1
Zfp459	ENSMUST00000224113.1	chr13	-	HAVANA	67421364	p1	Zfp459_p1
Zfp459	ENSMUST00000223644.1	chr13	-	HAVANA	67421399	p1	Zfp459_p1
Zfp459	ENSMUST00000224496.1	chr13	-	HAVANA	67421408	p1	Zfp459_p1
Zfp472	ENSMUST00000039132.8	chr17	+	HAVANA	32965814	p1	Zfp472_p1
Zfp472	ENSMUST00000234770.1	chr17	+	HAVANA	32965845	p1	Zfp472_p1
Zfp473	ENSMUST00000060270.12	chr7	-	HAVANA	44748617	p1	Zfp473_p1
Zfp473	ENSMUST00000120798.7	chr7	-	HAVANA	44748391	p1	Zfp473_p1
Zfp473	ENSMUST00000120074.7	chr7	-	HAVANA	44748049	p2	Zfp473_p2
Zfp473	ENSMUST00000118162.7	chr7	-	HAVANA	44748306	p1	Zfp473_p1
Zfp473	ENSMUST00000140599.8	chr7	-	HAVANA	44748349	p1	Zfp473_p1
Zfp493	ENSMUST00000220570.1	chr13	+	HAVANA	67779693	p1	Zfp493_p1
Zfp493	ENSMUST00000164936.9	chr13	+	HAVANA	67779705	p1	Zfp493_p1
Zfp493	ENSMUST00000223540.1	chr13	+	HAVANA	67779716	p1	Zfp493_p1
Zfp493	ENSMUST00000181319.1	chr13	+	HAVANA	67779754	p1	Zfp493_p1
Zfp507	ENSMUST00000061586.10	chr7	-	HAVANA	35802989	p1	Zfp507_p1
Zfp507	ENSMUST00000187282.2	chr7	-	HAVANA	35802967	p1	Zfp507_p1
Zfp507	ENSMUST00000205670.1	chr7	-	HAVANA	35802986	p1	Zfp507_p1
Zfp507	ENSMUST00000144656.1	chr7	-	HAVANA	35802954	p1	Zfp507_p1
Zfp507	ENSMUST00000206003.1	chr7	-	HAVANA	35803003	p1	Zfp507_p1
Zfp511	ENSMUST00000210419.1	chr7	+	HAVANA	140036391	p1	Zfp511_p1
Zfp511	ENSMUST00000211789.1	chr7	+	HAVANA	140036405	p1	Zfp511_p1
Zfp511	ENSMUST00000168194.2	chr7	+	HAVANA	140036412	p1	Zfp511_p1
Zfp511	ENSMUST00000210882.1	chr7	+	HAVANA	140036528	p1	Zfp511_p1
Zfp511	ENSMUST00000210089.1	chr7	+	HAVANA	140036789	p1	Zfp511_p1
Zfp511	ENSMUST00000210936.1	chr7	+	HAVANA	140036870	p1	Zfp511_p1
Zfp512	ENSMUST00000202061.3	chr5	+	HAVANA	31452431	p1	Zfp512_p1
Zfp512	ENSMUST00000076264.7	chr5	+	HAVANA	31452435	p1	Zfp512_p1
Zfp512	ENSMUST00000201450.3	chr5	+	HAVANA	31452450	p1	Zfp512_p1
Zfp512	ENSMUST00000201859.1	chr5	+	HAVANA	31452480	p1	Zfp512_p1
Zfp512	ENSMUST00000202244.3	chr5	+	HAVANA	31452516	p1	Zfp512_p1
Zfp512	ENSMUST00000201599.1	chr5	+	HAVANA	31452518	p1	Zfp512_p1
Zfp512	ENSMUST00000201945.1	chr5	+	HAVANA	31453155	p2	Zfp512_p2
Zfp512b	ENSMUST00000108789.8	chr2	-	HAVANA	181592803	p1	Zfp512b_p1
Zfp512b	ENSMUST00000133598.1	chr2	-	HAVANA	181592758	p1	Zfp512b_p1
Zfp512b	ENSMUST00000153998.1	chr2	-	HAVANA	181592803	p1	Zfp512b_p1
Zfp516	ENSMUST00000235793.1	chr18	+	HAVANA	82910663	p1	Zfp516_p1
Zfp516	ENSMUST00000171238.7	chr18	+	ENSEMBL	82910879	p1	Zfp516_p1
Zfp516	ENSMUST00000236858.1	chr18	+	HAVANA	82910927	p1	Zfp516_p1
Zfp516	ENSMUST00000235902.1	chr18	+	HAVANA	82911332	p2	Zfp516_p2
Zfp516	ENSMUST00000071233.6	chr18	+	HAVANA	82914632	p3	Zfp516_p3
Zfp516	ENSMUST00000237340.1	chr18	+	HAVANA	82917754	p4	Zfp516_p4
Zfp518b	ENSMUST00000179555.7	chr5	-	ENSEMBL	38684826	p1	Zfp518b_p1
Zfp518b	ENSMUST00000057258.10	chr5	-	HAVANA	38684750	p1	Zfp518b_p1
Zfp518b	ENSMUST00000180214.7	chr5	-	HAVANA	38684826	p1	Zfp518b_p1
Zfp518b	ENSMUST00000178760.1	chr5	-	HAVANA	38684757	p1	Zfp518b_p1
Zfp532	ENSMUST00000183236.1	chr18	+	HAVANA	65580382	p1	Zfp532_p1
Zfp532	ENSMUST00000182852.2	chr18	+	HAVANA	65580845	p2	Zfp532_p2
Zfp532	ENSMUST00000236633.1	chr18	+	HAVANA	65580969	p2	Zfp532_p2
Zfp532	ENSMUST00000182319.8	chr18	+	HAVANA	65581020	p2	Zfp532_p2
Zfp532	ENSMUST00000182140.7	chr18	+	HAVANA	65581087	p2	Zfp532_p2
Zfp532	ENSMUST00000237714.1	chr18	+	HAVANA	65581444	p3	Zfp532_p3
Zfp532	ENSMUST00000237931.1	chr18	+	HAVANA	65581446	p3	Zfp532_p3
Zfp532	ENSMUST00000182979.7	chr18	+	HAVANA	65581742	p3	Zfp532_p3
Zfp532	ENSMUST00000237553.1	chr18	+	HAVANA	65582085	p4	Zfp532_p4
Zfp532	ENSMUST00000237712.1	chr18	+	HAVANA	65582233	p4	Zfp532_p4
Zfp532	ENSMUST00000182684.7	chr18	+	HAVANA	65582239	p4	Zfp532_p4
Zfp532	ENSMUST00000235669.1	chr18	+	HAVANA	65582289	p4	Zfp532_p4
Zfp532	ENSMUST00000183319.7	chr18	+	HAVANA	65582294	p4	Zfp532_p4
Zfp532	ENSMUST00000236523.1	chr18	+	HAVANA	65582300	p4	Zfp532_p4
Zfp532	ENSMUST00000237886.1	chr18	+	HAVANA	65582306	p4	Zfp532_p4
Zfp532	ENSMUST00000182478.7	chr18	+	HAVANA	65582418	p4	Zfp532_p4
Zfp532	ENSMUST00000169679.7	chr18	+	ENSEMBL	65582526	p5	Zfp532_p5
Zfp532	ENSMUST00000183326.1	chr18	+	HAVANA	65582613	p5	Zfp532_p5
Zfp553	ENSMUST00000106312.3	chr7	+	HAVANA	127233061	p1	Zfp553_p1
Zfp553	ENSMUST00000056232.6	chr7	+	HAVANA	127233255	p1	Zfp553_p1
Zfp553	ENSMUST00000205367.1	chr7	+	HAVANA	127233294	p1	Zfp553_p1
Zfp566	ENSMUST00000088785.5	chr7	-	HAVANA	30090527	p1	Zfp566_p1
Zfp566	ENSMUST00000182248.1	chr7	-	HAVANA	30090463	p1	Zfp566_p1
Zfp568	ENSMUST00000148442.7	chr7	+	HAVANA	29983955	p1	Zfp568_p1
Zfp568	ENSMUST00000207940.1	chr7	+	HAVANA	29984361	p1	Zfp568_p1
Zfp568	ENSMUST00000209185.1	chr7	+	HAVANA	29985256	p2	Zfp568_p2
Zfp57	ENSMUST00000089968.12	chr17	+	HAVANA	37001163	p1	Zfp57_p1
Zfp57	ENSMUST00000172527.7	chr17	+	HAVANA	37002482	p2	Zfp57_p2
Zfp57	ENSMUST00000069250.13	chr17	+	HAVANA	37002525	p2	Zfp57_p2
Zfp57	ENSMUST00000174747.7	chr17	+	HAVANA	37002554	p2	Zfp57_p2
Zfp57	ENSMUST00000174016.7	chr17	+	HAVANA	37002569	p2	Zfp57_p2
Zfp57	ENSMUST00000174470.1	chr17	+	HAVANA	37002577	p2	Zfp57_p2
Zfp57	ENSMUST00000173588.7	chr17	+	HAVANA	37002596	p2	Zfp57_p2
Zfp57	ENSMUST00000173921.7	chr17	+	HAVANA	37002612	p2	Zfp57_p2
Zfp57	ENSMUST00000172580.7	chr17	+	HAVANA	37002670	p2	Zfp57_p2
Zfp57	ENSMUST00000174524.7	chr17	+	HAVANA	37003038	p3	Zfp57_p3
Zfp57	ENSMUST00000174672.1	chr17	+	HAVANA	37003666	p4	Zfp57_p4
Zfp574	ENSMUST00000206733.1	chr7	+	HAVANA	25072567	p1	Zfp574_p1
Zfp574	ENSMUST00000206530.1	chr7	+	HAVANA	25072646	p1	Zfp574_p1
Zfp574	ENSMUST00000179556.1	chr7	+	HAVANA	25077205	p2	Zfp574_p2
Zfp574	ENSMUST00000053410.10	chr7	+	HAVANA	25077284	p2	Zfp574_p2
Zfp58	ENSMUST00000171518.7	chr13	-	HAVANA	67500503	p1	Zfp58_p1
Zfp58	ENSMUST00000076123.11	chr13	-	HAVANA	67500555	p1	Zfp58_p1
Zfp58	ENSMUST00000091523.8	chr13	-	HAVANA	67500487	p1	Zfp58_p1
Zfp58	ENSMUST00000163534.1	chr13	-	HAVANA	67500444	p1	Zfp58_p1
Zfp600	ENSMUST00000151278.7	chr4	+	HAVANA	146156824	p1	Zfp600_p1
Zfp600	ENSMUST00000168483.8	chr4	+	ENSEMBL	146156824	p1	Zfp600_p1
Zfp605	ENSMUST00000112528.7	chr5	+	HAVANA	110110092	p1	Zfp605_p1
Zfp605	ENSMUST00000144089.1	chr5	+	HAVANA	110110336	p1	Zfp605_p1
Zfp605	ENSMUST00000147631.7	chr5	+	HAVANA	110110351	p1	Zfp605_p1
Zfp617	ENSMUST00000131544.7	chr8	+	HAVANA	71908635	p1	Zfp617_p1
Zfp617	ENSMUST00000119003.1	chr8	+	HAVANA	71922852	p2	Zfp617_p2
Zfp62	ENSMUST00000109198.7	chr11	+	HAVANA	49203292	p1	Zfp62_p1
Zfp62	ENSMUST00000137061.8	chr11	+	HAVANA	49203296	p1	Zfp62_p1
Zfp62	ENSMUST00000128932.7	chr11	+	HAVANA	49203485	p1	Zfp62_p1
Zfp62	ENSMUST00000157023.7	chr11	+	HAVANA	49203485	p1	Zfp62_p1
Zfp62	ENSMUST00000150284.7	chr11	+	HAVANA	49203485	p1	Zfp62_p1
Zfp62	ENSMUST00000109197.7	chr11	+	HAVANA	49203498	p1	Zfp62_p1
Zfp62	ENSMUST00000151228.1	chr11	+	HAVANA	49203506	p1	Zfp62_p1
Zfp62	ENSMUST00000133150.7	chr11	+	HAVANA	49203734	p1	Zfp62_p1
Zfp62	ENSMUST00000061757.3	chr11	+	ENSEMBL	49214549	p2	Zfp62_p2
Zfp622	ENSMUST00000227912.1	chr15	+	HAVANA	25984366	p1	Zfp622_p1
Zfp622	ENSMUST00000061875.7	chr15	+	HAVANA	25984366	p1	Zfp622_p1
Zfp637	ENSMUST00000127593.7	chr6	+	HAVANA	117841180	p1	Zfp637_p1
Zfp637	ENSMUST00000112859.7	chr6	+	HAVANA	117841180	p1	Zfp637_p1
Zfp637	ENSMUST00000137224.7	chr6	+	HAVANA	117841181	p1	Zfp637_p1
Zfp637	ENSMUST00000164472.7	chr6	+	ENSEMBL	117841242	p1	Zfp637_p1
Zfp637	ENSMUST00000112861.7	chr6	+	HAVANA	117841246	p1	Zfp637_p1
Zfp637	ENSMUST00000223041.1	chr6	+	ENSEMBL	117841254	p1	Zfp637_p1
Zfp637	ENSMUST00000136889.7	chr6	+	HAVANA	117841268	p1	Zfp637_p1
Zfp637	ENSMUST00000134526.7	chr6	+	HAVANA	117841268	p1	Zfp637_p1
Zfp637	ENSMUST00000112858.7	chr6	+	HAVANA	117841281	p1	Zfp637_p1
Zfp637	ENSMUST00000112860.1	chr6	+	HAVANA	117841281	p1	Zfp637_p1
Zfp639	ENSMUST00000193287.5	chr3	+	HAVANA	32510259	p1	Zfp639_p1
Zfp639	ENSMUST00000191783.5	chr3	+	HAVANA	32510535	p2	Zfp639_p2
Zfp639	ENSMUST00000193119.5	chr3	+	HAVANA	32510664	p2	Zfp639_p2
Zfp639	ENSMUST00000194821.1	chr3	+	HAVANA	32510896	p2	Zfp639_p2
Zfp64	ENSMUST00000109162.8	chr2	-	HAVANA	168955587	p1	Zfp64_p1
Zfp64	ENSMUST00000087971.10	chr2	-	HAVANA	168955272	p1	Zfp64_p1
Zfp64	ENSMUST00000109161.2	chr2	-	HAVANA	168955289	p1	Zfp64_p1
Zfp64	ENSMUST00000136242.1	chr2	-	HAVANA	168955266	p1	Zfp64_p1
Zfp644	ENSMUST00000112696.7	chr5	-	HAVANA	106696830	p1	Zfp644_p1
Zfp644	ENSMUST00000045466.13	chr5	-	HAVANA	106695975	p2	Zfp644_p2
Zfp644	ENSMUST00000112698.7	chr5	-	ENSEMBL	106696830	p1	Zfp644_p1
Zfp644	ENSMUST00000112695.3	chr5	-	HAVANA	106696597	p1	Zfp644_p1
Zfp644	ENSMUST00000125895.1	chr5	-	HAVANA	106696805	p1	Zfp644_p1
